title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Botched,tv,Reality-TV,2014,tt3781836,6.8,1774,US
"The New Adventures of Lucky Luke",tv,"Animation, Comedy, Family",2001,tt0295794,7,647,"AT, CH, DE, FR, LI, MC, TR"
"Grace and Frankie",tv,Comedy,2015,tt3609352,8.2,58343,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Blood Blockade Battlefront",tv,"Action, Adventure, Animation",2015,tt4379632,7.2,2739,JP
UnREAL,tv,Drama,2015,tt3314218,7.8,16124,US
"Chef's Table",tv,"Biography, Documentary",2015,tt4295140,8.5,17279,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Next Step",tv,"Drama, Family, Romance",2013,tt2374744,6.3,2377,"AU, NZ"
"Tiny House Nation",tv,Reality-TV,2014,tt3869500,7.1,1344,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Heroic Legend of Arslan",tv,"Action, Adventure, Animation",2015,tt5023666,7.5,2425,"AD, AT, BE, CH, DE, DK, FI, FR, GB, IE, IS, IT, MC, NL, NO, SE"
Between,tv,"Drama, Mystery, Sci-Fi",2015,tt4132692,5.9,10121,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Blood Sweat and Heels",tv,"Documentary, Reality-TV",2014,tt3437610,6.2,65,"CA, US"
"Vis a vis",tv,"Drama, Thriller",2015,tt4524056,8.1,26842,"AD, AE, AG, AL, AO, AR, AT, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, GF, GH, GQ, GR, GT, HN, HR, HU, IL, IN, IQ, IS, IT, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"ThirTEEN Terrors",tv,"Horror, Mystery, Thriller",2014,tt5040974,6.8,351,TH
Heidi,tv,"Adventure, Animation, Drama",2015,tt4346362,7.1,311,"AD, AL, AT, AZ, BA, BG, BY, CH, DE, EE, ES, FR, GF, GR, HU, IT, LI, LT, LU, LV, MC, ME, MK, MU, PF, PL, PT, RS, SI, SK"
Unforgotten,tv,"Crime, Drama, Mystery",2015,tt4192812,8.4,31931,"BM, GB, GG, GI, IE, TC"
"Inspector Gadget",tv,"Action, Adventure, Animation",2015,tt3910690,4.6,777,"AD, AE, AG, AL, AR, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CL, CO, CR, CU, DK, DO, DZ, EC, EE, EG, ES, FI, GB, GF, GG, GI, GT, HK, HN, IE, IN, IQ, IS, IT, JM, JO, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, ME, MK, MT, MX, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RS, SA, SE, SG, SI, SK, SM, SV, TC, TN, TT, TW, US, UY, VE, YE"
"Who Are You: School 2015",tv,"Drama, Mystery, Romance",2015,tt5087824,7.6,2863,"AE, AL, AO, AR, AT, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IN, IQ, IS, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RO, RS, SA, SC, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
"The Undertaker",tv,Crime,2013,tt2265544,7.3,657,"AT, CH, DE, LI"
"Ore Monogatari!!",tv,"Animation, Comedy, Romance",2015,tt4616700,7.8,2338,JP
"Saving My Stupid Youth",tv,Comedy,2014,tt3912208,7.3,639,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HN, ID, IE, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PY, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Lego City",tv,Animation,2011,tt4168604,6,92,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GT, HK, HN, HR, HU, IE, IL, IN, IQ, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Murder in Successville",tv,"Comedy, Crime, Mystery",2015,tt4673856,7.7,1555,"BM, GB, GG, GI, IE, TC"
"Richie Rich",tv,Comedy,2015,tt4160920,3.2,1417,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"DC's Legends of Tomorrow",tv,"Action, Adventure, Drama",2016,tt4532368,6.7,111153,"AD, AL, AO, AR, AZ, BA, BB, BE, BG, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, DK, DO, EC, EE, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HR, IL, IS, IT, JM, KE, KR, LC, LT, LU, LV, MC, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, PA, PE, PF, PH, PK, PL, PT, PY, RO, RS, SC, SE, SG, SI, SK, SM, SN, SV, TH, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
"THE Producers",tv,"Comedy, Drama, Romance",2015,tt4612922,7.3,1838,"AE, AL, AO, AR, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IN, IQ, IS, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SC, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
"Warm and Cozy",tv,"Comedy, Romance",2015,tt4686292,6.8,596,"AE, AL, AO, AT, AU, AZ, BA, BG, BH, BY, CH, CI, CM, CV, CY, DE, DZ, EE, EG, FJ, FR, GB, GG, GH, GI, GQ, HK, ID, IE, IN, IQ, IS, JO, JP, KE, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NZ, OM, PF, PH, PK, PS, QA, RS, SA, SC, SG, SI, SK, SN, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
Superstore,tv,Comedy,2015,tt4477976,7.9,72888,"AT, CA, CH, DE, FJ, GB, GG, GI, HK, ID, IE, IN, IT, LI, MC, MY, PH, PK, SG, SM, TH, TW"
Lovesick,tv,Comedy,2014,tt4051832,8,23142,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Altes Geld",tv,Comedy,2015,tt3701442,7.2,619,"AT, CH, DE, LI"
Ballers,tv,"Comedy, Drama, Sport",2015,tt2891574,7.8,77393,"AR, BA, BB, BG, BM, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FJ, GT, HK, HN, HU, ID, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Blindspot,tv,"Action, Crime, Drama",2015,tt4474344,7.3,80215,GF
"Bella and the Bulldogs",tv,"Comedy, Drama, Family",2015,tt3596178,5.3,2644,US
"Kamisama Kiss",tv,"Animation, Comedy, Fantasy",2012,tt2320220,8.1,5484,KR
Acquitted,tv,"Crime, Drama",2015,tt3582458,7.4,4928,"DK, IS, NO, SE"
"Some Assembly Required",tv,"Comedy, Family",2014,tt3441810,4.6,1199,"AU, DK, ES, FI, FJ, IS, NO, NZ, PT, SE, US"
Humans,tv,"Drama, Sci-Fi",2015,tt4122068,7.9,43318,"BM, GB, GG, GI, IE"
Billions,tv,Drama,2016,tt4270492,8.3,111770,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, FJ, GF, GT, HK, HN, ID, JM, JP, KR, LC, MX, NI, PA, PE, PF, PH, PY, SG, SV, TH, TT, TW, UY, VE"
Bunk'd,tv,"Comedy, Drama, Family",2015,tt4591680,5.5,4354,US
"Forged in Fire",tv,"Game-Show, Reality-TV",2015,tt4680444,8.2,4625,US
,tv,"Crime, Action & Adventure",2015,,,,PL
"The Secret River",tv,"Adventure, Drama, History",2015,tt2298264,7.1,702,"AU, FJ, NZ"
"Ushio & Tora",tv,"Action, Animation, Comedy",2015,tt4801510,7.6,1107,"AR, BO, BR, CL, CO, CR, CU, DO, EC, GT, HK, HN, ID, IN, MX, NI, PA, PE, PH, PK, PY, SG, SV, TH, TW, UY, VE"
"Transformers: Robots in Disguise",tv,"Action, Adventure, Animation",2014,tt3604232,5.9,1409,US
Lucifer,tv,"Crime, Drama, Fantasy",2016,tt4052886,8,365902,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Glitch,tv,"Drama, Horror, Sci-Fi",2015,tt4192782,7.2,21698,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Shadowhunters,tv,"Action, Drama, Fantasy",2016,tt4145054,6.5,72283,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
"The First Republic",tv,Drama,2014,tt3395584,6.6,153,"CZ, SK"
"Yong Pal",tv,"Drama, Romance",2015,tt5010664,7.4,1094,"AE, AG, AL, AO, AR, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IN, IQ, IS, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PK, PS, PY, QA, RS, SA, SC, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
"Club de Cuervos",tv,"Comedy, Drama, Sport",2015,tt4680240,8.2,6394,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Last Kingdom",tv,"Action, Drama, History",2015,tt4179452,8.5,172242,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Dinotrux,tv,"Action, Adventure, Animation",2015,tt1396212,6.7,578,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Narcos,tv,"Biography, Crime, Drama",2015,tt2707408,8.7,483471,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Bibi Blocksberg",tv,"Animation, Family, Fantasy",1994,tt0457226,5.9,266,"AT, CH, DE"
"Life in Pieces",tv,Comedy,2015,tt4384086,8,17685,CA
Taskmaster,tv,"Comedy, Game-Show",2015,tt4934214,9,21427,"BM, GB, GG, GI, IE, TC"
"Project Mc²",tv,Family,2015,tt4861760,6.2,1398,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"The Time in Between",tv,"Adventure, Drama, History",2013,tt1864750,8.3,4778,ES
"F Is for Family",tv,"Animation, Comedy, Drama",2015,tt4326894,8,42045,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Documentary Now!",tv,Comedy,2015,tt4677934,8.1,8192,US
"In aller Freundschaft - Die jungen Ärzte",tv,Drama,2015,tt3833900,5.5,183,"AT, CH, DE, LI"
"Fuller House",tv,"Comedy, Drama, Family",2016,tt3986586,6.7,29939,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Gate,tv,"Action, Adventure, Animation",2015,tt4958580,7.5,4351,"FR, GF, PF"
Utopia,tv,Comedy,2014,tt3163562,8.3,3132,"AU, FJ, NZ"
Alone,tv,"Documentary, Game-Show, Reality-TV",2015,tt4803766,8.4,7988,"CH, GF, US"
"She Was Pretty",tv,"Comedy, Romance",2015,tt5045900,7.6,6701,"AE, AL, AO, AT, AU, AZ, BA, BG, BH, BY, CH, CI, CM, CV, CY, DE, DZ, EE, EG, FJ, FR, GB, GG, GH, GI, GQ, HK, ID, IE, IN, IQ, IS, JO, JP, KE, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NZ, OM, PF, PH, PK, PS, QA, RS, SA, SC, SG, SI, SK, SN, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
Trotro,tv,"Animation, Family",2004,tt1074443,6.3,158,"AT, CH, DE, FR, LI, LU"
"On the Wings of Love",tv,"Comedy, Drama, Romance",2015,tt5513960,6.8,350,PH
"Peter Rabbit",tv,"Adventure, Animation, Family",2012,tt2720144,5.7,658,"AU, BE, BM, FJ, FR, GB, GF, GG, GI, IE, LU, MC, MT, MU, NL, NZ, PF, TC"
"One Punch Man",tv,"Action, Animation, Comedy",2015,tt4508902,8.7,193060,"AG, AL, AO, AR, AZ, BA, BB, BG, BM, BO, BR, BS, BZ, CA, CI, CL, CM, CO, CR, CU, CV, CY, DK, DO, EC, EE, ES, FR, GB, GH, GQ, GT, HK, HN, ID, IN, IS, IT, JM, KE, KR, LC, LI, LT, LU, LV, MC, ME, MG, ML, MT, MU, MX, MY, MZ, NE, NG, NI, PA, PE, PH, PK, PL, PY, RS, SC, SE, SG, SI, SK, SN, SV, TH, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW"
Prokurator,tv,Crime,2015,tt5389750,6.8,282,PL
"Reply 1988",tv,"Comedy, Drama, Family",2015,tt5182866,9,13322,"AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PK, PS, PT, PY, QA, RS, SA, SC, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Modus,tv,"Crime, Drama, Mystery",2015,tt4600404,6.7,5093,"DK, FI, IS, NO, SE"
"Border: Keishichô Sôsa Ikka Satsujinhan Sôsa Dai 4-gakkari",tv,Drama,2014,tt3512088,7.5,417,JP
"Parents mode d'emploi",tv,Comedy,2013,tt3992820,6.1,56,"FR, PF"
