title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Champions,movie,"Comedy, Drama",2004,tt0403310,6.4,245,"CZ, SK"
"White Material",movie,"Drama, War",2009,tt1135952,6.9,8565,"DK, FI, FR, MC, NO, SE"
Pupendo,movie,"Comedy, Drama",2003,tt0357058,7.2,1529,"CZ, SK"
"Of Gods and Men",movie,"Drama, History",2010,tt1588337,7.2,16260,"FR, MC"
"3 Seasons in Hell",movie,"Drama, Romance",2009,tt1305837,6.4,425,"CZ, SK"
"Warm Springs",movie,"Biography, Drama",2005,tt0423510,7.4,3396,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Indictment: The McMartin Trial",movie,"Drama, Thriller",1995,tt0113421,7.5,4425,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Idiot Returns",movie,"Comedy, Drama, Romance",1999,tt0145929,7.2,1107,"CZ, SK"
"The Man Next Door",movie,Thriller,2009,tt1529252,7.1,3867,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Little Girl Blue",movie,Drama,2007,tt0977666,6.7,497,"CZ, SK"
"An Angel of the Lord",movie,"Comedy, Family, Fantasy",2005,tt0493107,6.8,940,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Arabian Nights",movie,"Comedy, Drama, Fantasy",1974,tt0071502,6.7,9277,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scooby-Doo! Curse of the Lake Monster",movie,"Adventure, Comedy, Family",2010,tt1618435,4.8,5636,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tiny Furniture",movie,"Comedy, Drama, Romance",2010,tt1570989,6.2,14963,"DK, FI, NO, SE, US"
Restless,movie,"Drama, Romance",2011,tt1498569,6.7,18522,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mamma Roma",movie,Drama,1962,tt0056215,7.8,10683,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Daybreak,movie,"Action, Drama, Romance",1993,tt0106676,5,1809,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Little White Lies",movie,"Comedy, Drama",2010,tt1440232,7.1,27379,"FR, MC"
Unknown,movie,"Action, Mystery, Thriller",2011,tt1401152,6.8,271291,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Black Cat Run",movie,"Action, Mystery, Thriller",1998,tt0138326,5.6,767,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Panic,movie,"Comedy, Drama, Romance",2008,tt1084726,5.9,483,HU
"Hall Pass",movie,"Comedy, Romance",2011,tt0480687,5.9,132334,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Iron Jawed Angels",movie,"Biography, Drama, History",2004,tt0338139,7.3,6523,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Dracula Untold",movie,"Action, Drama, Fantasy",2014,tt0829150,6.2,212532,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Killer Elite",movie,"Action, Crime, Thriller",2011,tt1448755,6.4,136728,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Something Borrowed",movie,"Comedy, Drama, Romance",2011,tt0491152,5.8,65940,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Dark Knight Rises",movie,"Action, Drama, Thriller",2012,tt1345836,8.4,1868335,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Bourne Legacy",movie,"Action, Adventure, Thriller",2012,tt1194173,6.6,319009,"BE, FR, MC"
Gravity,movie,"Drama, Sci-Fi, Thriller",2013,tt1454468,7.7,872350,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, HR, JM, LC, MC, ME, MK, MX, NI, PA, PE, PT, PY, RS, SI, SV, TC, TT, UY, VE"
"The Hobbit: An Unexpected Journey",movie,"Adventure, Fantasy",2012,tt0903624,7.8,888795,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Hilarious Posters",movie,"Comedy, Fantasy, Short",1906,tt0135122,6.2,1267,"HN, NI, TT, US"
"Siste trikk",movie,,2024,,,,"AG, BB, BS, HN, NI, TT, US"
"Ordinary Angels",movie,Drama,2024,tt4996328,7.4,11737,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Super Mario Bros. Movie",movie,"Adventure, Animation, Comedy",2023,tt6718170,7,251800,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman vs. The Elite",movie,"Action, Animation, Sci-Fi",2012,tt2224455,7,15227,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Sing,movie,"Animation, Comedy, Family",2016,tt3470600,7.1,196889,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"It Ends with Us",movie,"Drama, Romance",2024,tt10655524,6.5,47113,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Paterno,movie,"Biography, Crime, Drama",2018,tt2388986,6.5,7731,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Gatlopp,movie,"Comedy, Drama, Horror",2022,tt11615616,5.9,1777,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Metalocalypse: Army of the Doomstar",movie,Animation,2023,tt14636170,6.4,1245,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Transformers: Age of Extinction",movie,"Action, Adventure, Sci-Fi",2014,tt2109248,5.6,335786,PT
"The Visit",movie,"Horror, Mystery, Thriller",2015,tt3567288,6.3,158995,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Dune: Part Two",movie,"Action, Adventure, Drama",2024,tt15239678,8.5,537951,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Pixels,movie,"Action, Comedy, Fantasy",2015,tt2120120,5.6,164721,"BA, BG, HR, ME, MK, RS, SI"
"Sicario: Day of the Soldado",movie,"Action, Crime, Drama",2018,tt5052474,7.1,172463,"AD, ES"
"La La Land",movie,"Comedy, Drama, Music",2016,tt3783958,8,695220,PT
"Bridget Jones's Baby",movie,"Comedy, Drama, Romance",2016,tt1473832,6.4,83757,"FR, MC, US"
"Doctor Sleep",movie,"Drama, Fantasy, Horror",2019,tt5606664,7.3,226107,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"No Hard Feelings",movie,"Comedy, Romance",2023,tt15671028,6.4,177898,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Founder",movie,"Biography, Drama",2016,tt4276820,7.2,185029,"CZ, HU, MD, RO, SK"
"Money Electric: The Bitcoin Mystery",movie,Documentary,2024,tt33600145,6.7,2759,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Agent Toby Barks",movie,"Adventure, Comedy, Family",2020,tt11014432,2.4,200,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Peasants",movie,"Animation, Drama, History",2023,tt10651230,7.6,6823,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Scoob!,movie,"Adventure, Animation, Comedy",2020,tt3152592,5.6,30798,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Treasure Trackers",movie,"Adventure, Family",2024,tt21383098,6.5,62,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Portrait of a Lady on Fire",movie,"Drama, Romance",2019,tt8613070,8.1,114138,PL
Joker,movie,"Crime, Drama, Thriller",2019,tt7286456,8.4,1556291,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Memoria,movie,"Drama, Mystery, Sci-Fi",2021,tt8399288,6.4,11675,"DK, FI, NO, SE"
"Asterix: The Secret of the Magic Potion",movie,"Adventure, Animation, Comedy",2018,tt8001346,6.7,11685,"CZ, PT, SK"
"John Wick",movie,"Action, Crime, Thriller",2014,tt2911666,7.4,758273,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Minuscule 2: Mandibles from Far Away",movie,"Adventure, Animation, Comedy",2018,tt7296782,6.8,1835,"CZ, SK"
"Impractical Jokers: The Movie",movie,Comedy,2020,tt9208444,5.7,7421,US
"Birthright Outlaw",movie,"Drama, Western",2023,tt28078052,4.9,523,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Bones and All",movie,"Drama, Horror, Romance",2022,tt10168670,6.8,63043,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Breathe without Water",movie,,2024,,,,US
Spycies,movie,"Action, Animation, Comedy",2020,tt8028842,5.5,1131,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Harry Potter 20th Anniversary: Return to Hogwarts",movie,"Documentary, Family",2022,tt16116174,8,47912,US
"Caddo Lake",movie,"Drama, Mystery, Thriller",2024,tt15552142,6.9,21865,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Once Upon a Time... in Hollywood",movie,"Comedy, Drama",2019,tt7131622,7.6,876255,"AD, ES, PT"
"Angry Annie",movie,"Comedy, Drama",2022,tt14778456,6.9,758,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Report",movie,"Biography, Crime, Drama",2019,tt8236336,7.2,52681,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Dead Don't Die",movie,"Comedy, Fantasy, Horror",2019,tt8695030,5.5,88597,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Hello Again - A Wedding a Day",movie,"Comedy, Fantasy, Romance",2020,tt11576374,5.7,778,PL
"Hotel Sinestra",movie,Family,2022,tt17012768,6.2,366,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Lady Bird",movie,"Comedy, Drama",2017,tt4925292,7.4,342293,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Knight of Cups",movie,"Drama, Fantasy, Romance",2015,tt2101383,5.6,29998,"CZ, HU, MD, PL, RO, SK"
"Silver Haze",movie,Drama,2023,tt16311464,6.2,936,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Visitors",movie,"Documentary, Drama, Fantasy",2022,tt18746698,7.5,64,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"God's Own Country",movie,"Drama, Romance",2017,tt5635086,7.6,37034,"DK, FI, NO, SE"
"Pacific Rim",movie,"Action, Adventure, Sci-Fi",2013,tt1663662,6.9,538312,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Don't Love You Anymore",movie,Drama,2023,tt28090412,6.2,64,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Prisoner's Daughter",movie,Drama,2022,tt4671326,6.4,2994,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Captain Underpants: The First Epic Movie",movie,"Action, Adventure, Animation",2017,tt2091256,6.2,33355,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lady Macbeth",movie,"Drama, Romance",2016,tt4291600,6.8,28038,"DK, FI, NO, SE"
"Black Art: In the Absence of Light",movie,Documentary,2021,tt13937354,7.4,338,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Crimson Peak",movie,"Drama, Horror, Mystery",2015,tt2554274,6.5,161103,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Tenet,movie,"Action, Sci-Fi, Thriller",2020,tt6723592,7.3,610534,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Charakter: Athlete",movie,Documentary,2024,tt33022444,5.1,14,"CZ, RO"
"The Holdovers",movie,"Comedy, Drama",2023,tt14849194,7.9,169662,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Beauty and the Beast",movie,"Drama, Family, Fantasy",2014,tt2316801,6.4,22954,"FR, MC"
Amour,movie,Drama,2012,tt1602620,7.9,106991,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Black Adam",movie,"Action, Adventure, Fantasy",2022,tt6443346,6.2,282969,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
Tarot,movie,Horror,2024,tt14088510,4.8,25489,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Sully,movie,"Biography, Drama",2016,tt3263904,7.4,304300,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"Anyone But You",movie,"Comedy, Romance",2023,tt26047818,6.1,126738,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Ghostbusters: Frozen Empire",movie,"Adventure, Comedy, Fantasy",2024,tt21235248,6.1,81991,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Spider-Man: No Way Home",movie,"Action, Adventure, Fantasy",2021,tt10872600,8.2,913205,"AD, ES, PT"
"A Christmas Spark",movie,"Comedy, Drama, Romance",2022,tt21974122,6,593,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Matrix Resurrections",movie,"Action, Sci-Fi",2021,tt10838180,5.6,286981,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"The Legend of the Christmas Witch 2: The Origins",movie,"Adventure, Comedy, Family",2021,tt13920702,4.7,165,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ice Age: Collision Course",movie,"Adventure, Animation, Comedy",2016,tt3416828,5.7,78021,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"A Shaun the Sheep Movie: Farmageddon",movie,"Adventure, Animation, Comedy",2019,tt6193408,6.8,16014,"CZ, SK"
"Shaun the Sheep Movie",movie,"Adventure, Animation, Comedy",2015,tt2872750,7.3,44199,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SK, SV, TC, TT, UY, VE"
"The Killer",movie,Action,2024,tt1121948,5.7,9337,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Migration,movie,"Adventure, Animation, Comedy",2023,tt6495056,6.6,36016,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The King Tide",movie,Thriller,2023,tt6632018,6.4,1936,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Truth vs. Alex Jones",movie,"Crime, Documentary",2024,tt31189901,7.5,2704,"BR, MX, US"
"The Batman",movie,"Action, Crime, Drama",2022,tt1877830,7.8,830257,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Creed,movie,"Action, Drama, Sport",2015,tt3076658,7.6,315992,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Anatomy of a Fall",movie,"Crime, Drama, Thriller",2023,tt17009710,7.7,155311,"CZ, HU, MD, PL, RO, SK"
"As Above, So Below",movie,"Horror, Mystery, Thriller",2014,tt2870612,6.3,117956,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
X,movie,"Thriller, Horror",2024,,,,"BA, HR, MD, ME, MK, SI, SK, US"
"Pokémon: Detective Pikachu",movie,"Action, Adventure, Comedy",2019,tt5884052,6.5,187074,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
I.S.S.,movie,"Sci-Fi, Thriller",2023,tt13655120,5.3,10449,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Split,movie,"Horror, Thriller",2016,tt4972582,7.3,574053,"AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"It Chapter Two",movie,"Drama, Fantasy, Horror",2019,tt7349950,6.5,313923,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
Unhinged,movie,"Action, Thriller",2020,tt10059518,6,80036,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The 355",movie,"Action, Thriller",2022,tt8356942,5.6,39425,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Fireheart,movie,"Adventure, Animation, Comedy",2022,tt8354218,6.2,3432,"DK, FI, NO, PT, SE"
"Salem's Lot",movie,"Horror, Thriller",2024,tt10245072,5.6,25949,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Love Lies Bleeding",movie,"Action, Adventure, Crime",2024,tt19637052,6.7,45527,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Final Destination 5",movie,"Horror, Thriller",2011,tt1622979,5.9,128310,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Wedding Year",movie,"Comedy, Romance",2019,tt8367184,5.6,3629,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Quiet Place",movie,"Drama, Horror, Sci-Fi",2018,tt6644200,7.5,611523,"AD, DK, ES, FI, NO, PT, SE"
Rampage,movie,"Action, Adventure, Sci-Fi",2018,tt2231461,6.1,189627,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
Argo,movie,"Biography, Drama, History",2012,tt1024648,7.7,645693,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Godzilla x Kong: The New Empire",movie,"Action, Adventure, Fantasy",2024,tt14539740,6.1,107773,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Snitch,movie,"Action, Drama, Thriller",2013,tt0882977,6.4,93555,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
